,text,label
672, طرق اشتراك النت 4G لشريحة عادية ,data_offer
673, رسائل الترويج الصوتية التي تبثونها عند الاتصال مزعجة و بترفع الضغط  و مضيعة للزمن .. وفيها تعدي واضح على الحقوق .. يا أخوانا انا ما داير اسمع غير الشخص الاتصلت بيه . و على العموم ترويجكم كله (Over) ما معقول كل هذا الكم من الرسائل الصوتية و النصية لموضوع واحد مكرر .. ,complaint
674, اشتريت منكم شريحه داتا و النت ما بيتنشط لي ,complaint
675, الانترنت ردئ جدا جدا جدا ولا يمكنني تحميل (صوره) .. انترنت مخصص فقط لرسائل الواتساب,complaint
676, رسائل نصية مزعجة جدا اثناء اليوم وكثيرة لا داعي لها.,complaint
677, اعلانات قبل المكالمات مزعجة,complaint
678, شريحتي داتا كل يوم قيقا كيف اعرف المتبقي؟,my_sim
679, سعة العرض التحميليه واحد قيقا ولا كم؟ ,data_offer
680, اشتريت شريحة داتا ودفعت 270 جنيه على اساس اني احصل على 1 قيقا / يوم، الباقة خلصت كيف اعيد التنشيط؟,data_offer
681, انا قبل شويه منشط 30 قيقا #44*144*  لسه ما اشتغل معاي النت الحاصل شنو ,complaint
682, كم سعر شريحة البيانات سعة 45 قيقا,data_offer
683, في باقة انترنت داتا غير محدوده؟,data_offer
684, السلام عليكم. بسال عن رمز لمعرفة المتبقي من الباقة في شريحة البيانات. منشط الباقة الذهبية الشهرية. ,my_sim
685, بسأال من عرض قيقا في اليوم لشرائح الداتا ,data_offer
686, بسأل من الانترنت  10 قيقا بي كم,data_offer
687, عرض غيقا كل يوم,data_offer
688, عرض 1 قيقا داتا,data_offer
689, بسأل من عروض الداتا,data_offer
690, ما قيمة اشتراك غيقا في اليوم لمده شهر ,data_offer
691, عرض الداتا باقات,data_offer
692, عروض الباقات للداتا 10 غيقا,data_offer
693, 4G,data_offer
694, انترنت 4G ,data_offer
695, شيخ شبكتكم تعبانه,complaint
696, بسأل من طريقة تفعيل ال4G ,data_offer
697, الانترنت ضعيف جداااااااااا  وانا عندي شريحه داتا خط مرات م بقدر اكمل القيقا بسبب ضعف الشبكه,complaint
698, كيف اعرف رقمي شريحه داتا ,my_sim
699, الاشتراك شهر شريحه داتا بي كم ,data_offer
700, عايز اعرف الكود البعرف بيهو باقي كم من الحصة اليومية ,my_sim
701, عايز اسئل عن الأجهزة ال mifi,data_offer
702, الشبكه عندي بتظهر وتختفي لوحده ,complaint
703, اسعار اجهزة الانترنت هل هي متوفره في مدني ,data_offer
704, اسعار اجهزة الانترنت هل هي متوفره في مدني ,service_centers
705, سددت الفاتورة ولم ترجع الخدمه لماذا,complaint
706, سددت الفاتورة والخدمه ما رجعت  ليه ؟ ,complaint
707, بسال عن توقف الانترنت في شريحتي 0999758997  ليه ما بتشغل نت ,complaint
708, بسال من الفاتورة على شريحتي  0999758997  كم ,my_sim
709, حال تعرف خدمه النت الامحدو ,data_offer
710, يوجد مراكز متاحه ,service_centers
711, استفسار عن مراكز خدمات المشتركين متاحه ,service_centers
712, ياااااخ الشبكه دي الحاااصل عليها شنوو  ليها يومين طيين ياااخ م معقوله منكم والله  لا مكالمات لا نت,complaint
713, لحدی الان الشبگه م رجعت ,complaint
714, عندي شريحة 0994639443 م بتجيب رسالة الرصيد. و شكرا ,my_sim
715, داير اعرف اسعار باقات الداتا ,data_offer
716, العرض الشهري مفتوح ولا يعتمد علي الاستخدام العادل ,data_offer
717, 0929035471  رمز puk للرقم اعلاه ,my_sim
718, عايز اعرف خدمات الانترنت الشهرية و اسعارها. للدفع المقدم و البيانات ,data_offer
719, عندي شريحة بيانات دفع اجل  لكن ما شغالة كويس  ٠٩٩٦٨٠٩٦٨٢,complaint
720, عندي مشكلة في شبكة الانترنت ,complaint
721, النت قاطع ٣ يوم,complaint
722, بسال عن شبكات الجيل الرابع متوفرة في المراكز ,data_offer
723, بسال عن شبكات الجيل الرابع متوفرة في المراكز ,service_centers
724, داير اعرف باقات الانترنت الدفع الاجل ,data_offer
725, البلاتينية ++ كم قيقا في اليوم ,data_offer
726, انا قصدي في ١ قيقا يومي و ١.٥ قيقا يومي و ٢ قيقا يومي و ٤ قيقا يومي داير اعرف الاسعار ,data_offer
727, الرقم دا شريحة بيانات و النت ما شغال,complaint
728, شريحة بيانات ما شغالة ,complaint
729, عروض الانترنت شرائح البيانات,data_offer
730, باقة البلاتيني ++ بكم شاملة الضريبة  مع كود التفعيل ,data_offer
731, انا داير اشترك في باقة البلاتيني كم كود التفعيل ,data_offer
732, السلام عليكم الاسعار الجديدة لباقات البيانات ,data_offer
733, بستفسر عن الواي فاي فور جي ,data_offer
734, مركز شارع واحد متوفر العرض,service_centers
735, بستفسر من تفعيل خدمه قرايب ,voice_offers
736, 0923624913 عندي رقم الشريحه ده الرسلتو فووق  وانا خارج السودان وكان شغال تمام التمام هسي قفل ماعارف اقدر اشغلو كييف مهم جدا عندي لاني مشغل بيهو معظم وسائل التواصل الاجتماعي ,complaint
737, عندي شريحة  ماعاوزة تشتغلي معاي وانا خارج السودان ,complaint
738, داير اسأل عن باقات شريحة الداتا وأسعارها ,data_offer
739, أسأل من هل لديكم شرائح بيانات غير محدودة ,data_offer
740, كم هي السعة التي بعدها تتطبق السياسية  اقصد بعد كم ميغا تنطبق السياسة ,data_offer
741, طيب الفرق شنو من الذهبي والبلاتيني والعادي؟ ,data_offer
742, طيب سعر الوايفاي المحمول بكم ,data_offer
743, كم سعر الاشتراك ل6شهور مع مايفاي e5330 ,data_offer
744, عندنا مشكلة عامة في منطقتنا كترانج شبكة الـ3G شبه طاشّة المشكلة دي ليها قريب الأسبوع وللآن ما اتحلت المشكلة ,complaint
745, عندي استفسار بخصوص شريحة الخط  الانترنت فيها بقطع مرات نهائي ما بقدر اعمل اي شي ولا تصفح  المشكلة فيها شنو؟,complaint
746, عندي مشكلة في النت بقطع اوتوماتيك مع انو الشبكة كويسة ,complaint
747, النت عندي قاطع من يومين أمس والليلة ,complaint
748, بسأل عن طريقة تنشيط ال٥غيغا  الكود شنو ,data_offer
749, بسأل عن حالة الشريحة الآن بأي باقة؟ ,my_sim
750, عايز اشتغل 4G في الشريحة بس ما بتتسجل علي الشبكة ,my_sim
751, الباقي كم غيغا في الإنترنت  والرصيد الحالي كم في الشريحة ,my_sim
752, بسأل عن عروض الانترنت اليومي لشريحة البيانات ,data_offer
753, بالنسبة للشرايح العادية الباقات اليومية شنو ,data_offer
754, النت عندي بفصل و يشتغل باستمرار  المشكلة دي من حوالي نص ساعة,complaint
755, نشط خدمة 5 غيغا والرسوم اتخصمت والخدمة ما اتفعلت ,complaint
756, بسأل عن طريقة تنشيط 5 قيقا ,data_offer
757, شريحة البيانات ما قادر استقبل فيها رسائل نهائي,complaint
758, بسأل عن الشريحة دي رصيدها كم  0926833868 ,my_sim
759, عندي رقم عايز رمز الـ puk حقه ‭0999445558‬,my_sim
760, عايز عروض الأنترنت,data_offer
761, عندك قيقا في الشهر؟ ,data_offer
762, عايزة اعرف التشيط في الشريحه العاديه شهر كيف ,data_offer
763, الحصه اليوميه كم لي 5 قيقا,data_offer
764, معرفه المتبقي من الميغابايت ,my_sim
765, شريحتي mtnم بتستقبل مكالمات ,complaint
766, كيف ممكن اغير الشريحه لي 4G ,my_sim
767, عروض شريحه الداتا ,data_offer
768, عاوزه اعرف رقم  PUK ,my_sim
769, كيف معرفه رقم  puk ,my_sim
770, كيف انشط النت,data_offer
771, كيف اعرف رمز puk ,my_sim
772, ما مشكلة الإنترنت في شرائح الداتا في هذه الفترة؟ ,complaint
